Geo,Year,EcoProp,ImpProp
48339691302,2019,0,0
48339691602,2019,0,0
48339693102,2019,0,0
48201233105,2019,0,0
48201252201,2019,0,0
48201232404,2019,0,0
48201232203,2019,0,0
48201232306,2019,0,0
48201541603,2019,0,0
48201221701,2019,0,0
48201330801,2019,0,0
48201333502,2019,0,0
48201321301,2019,0,0
48201321102,2019,0,0
48201321002,2019,0,0
48201333903,2019,0,0
48201221301,2019,0,0
48201552401,2019,0,0
48201552402,2019,0,0
48201551202,2019,0,0
48201551201,2019,0,0
48201552502,2019,0,0
48201552501,2019,0,0
48201552603,2019,0,0
48201552604,2019,0,0
48201552702,2019,0,0
48201552801,2019,0,0
48201554807,2019,0,0
48201532101,2019,0,0
48201532504,2019,0,0
48201532503,2019,0,0
48201534204,2019,0,0
48201534205,2019,0,0
48201534102,2019,0,0
48201534101,2019,0,0
48201540101,2019,0,0
48201540102,2019,0,0
48201540903,2019,0,0
48201522002,2019,0,0
48201551101,2019,0,0
48201554905,2019,0,0
48201541005,2019,0,0
48201541004,2019,0,0
48201554804,2019,0,0
48201350102,2019,0,0
48201555002,2019,0,0
48201554906,2019,0,0
48201553804,2019,0,0
48201553803,2019,0,0
48201240804,2019,0,0
48201241302,2019,0,0
48201555704,2019,0,0
48201554404,2019,0,0
48201555505,2019,0,0
48201250305,2019,0,0
48201250901,2019,0,0
48201521402,2019,0,0
48201520501,2019,0,0
48201521701,2019,0,0
48201551901,2019,0,0
48201240903,2019,0,0
48201240904,2019,0,0
48201241104,2019,0,0
48201241001,2019,0,0
48201350804,2019,0,0
48201554808,2019,0,0
48201550202,2019,0,0
48201550201,2019,0,0
48201551705,2019,0,0
48201521702,2019,0,0
48201552304,2019,0,0
48201550307,2019,0,0
48201550308,2019,0,0
48201252001,2019,0,0
48201554908,2019,0,0
48201520603,2019,0,0
48201521201,2019,0,0
48201250405,2019,0,0
48201250303,2019,0,0
48201250201,2019,0,0
48201532004,2019,0,0
48201532003,2019,0,0
48201541207,2019,0,0
48167990100,2019,0,0
48201454801,2019,0,0
48201552901,2019,0,0
48201240703,2019,0,0
48201240101,2019,0,0
48201333906,2019,0,0
48201252303,2019,0,0
48201252305,2019,0,0
48201542004,2019,0,0
48201542401,2019,0,0
48201543004,2019,0,0
48201554407,2019,0,0
48201423303,2019,0,0
48201422403,2019,0,0
48201541901,2019,0,0
48201541301,2019,0,0
48201330802,2019,0,0
48201421602,2019,0,0
48201413204,2019,0,0
48201541703,2019,0,0
48201555703,2019,0,0
48201542901,2019,0,0
48201330902,2019,0,0
48201542902,2019,0,0
48201542303,2019,0,0
48201555404,2019,0,0
48201422501,2019,0,0
48201411901,2019,0,0
48201541604,2019,0,0
48201330102,2019,0,0
48201251505,2019,0,0
48201542001,2019,0,0
48201542402,2019,0,0
48201330901,2019,0,0
48201541402,2019,0,0
48201540504,2019,0,0
48201421802,2019,0,0
48201410705,2019,0,0
48201542104,2019,0,0
48201542203,2019,0,0
48201541302,2019,0,0
48201423304,2019,0,0
48201331603,2019,0,0
48201454504,2019,0,0
48201542103,2019,0,0
48201451604,2019,0,0
48201550901,2019,0,0
48201334101,2019,0,0
48201240705,2019,0,0
48201250306,2019,0,0
48201553202,2019,0,0
48201241502,2019,0,0
48201250406,2019,0,0
48201554805,2019,0,0
48201551704,2019,0,0
48201552003,2019,0,0
48201241002,2019,0,0
48201550407,2019,0,0
48201550405,2019,0,0
48201550303,2019,0,0
48201240706,2019,0,0
48201454503,2019,0,0
48201555101,2019,0,0
48201521401,2019,0,0
48201530101,2019,0,0
48201453902,2019,0,0
48201550403,2019,0,0
48201541802,2019,0,0
48201250102,2019,0,0
48201543007,2019,0,0
48201543008,2019,0,0
48201553101,2019,0,0
48201541009,2019,0,0
48201240906,2019,0,0
48201540904,2019,0,0
48201452701,2019,0,0
48201522102,2019,0,0
48201522001,2019,0,0
48201554410,2019,0,0
48201555503,2019,0,0
48201232405,2019,0,0
48201220701,2019,0,0
48201320202,2019,0,0
48201320201,2019,0,0
48201313802,2019,0,0
48201430102,2019,0,0
48201510602,2019,0,0
48201510801,2019,0,0
48201510901,2019,0,0
48201511004,2019,0,0
48201221302,2019,0,0
48201311501,2019,0,0
48201311502,2019,0,0
48201511502,2019,0,0
48201333203,2019,0,0
48201341203,2019,0,0
48201311701,2019,0,0
48201313202,2019,0,0
48201313101,2019,0,0
48201312601,2019,0,0
48201312603,2019,0,0
48201232901,2019,0,0
48201232802,2019,0,0
48201541206,2019,0,0
48201251504,2019,0,0
48201253501,2019,0,0
48201253201,2019,0,0
48201253602,2019,0,0
48201423204,2019,0,0
48201433602,2019,0,0
48201251702,2019,0,0
48201252202,2019,0,0
48201333205,2019,0,0
48201253202,2019,0,0
48201452703,2019,0,0
48201422405,2019,0,0
48201251904,2019,0,0
48201253101,2019,0,0
48201252902,2019,0,0
48201433506,2019,0,0
48201321001,2019,0,0
48201314004,2019,0,0
48201432302,2019,0,0
48201551102,2019,0,0
48201240707,2019,0,0
48201411802,2019,0,0
48201533401,2019,0,0
48201421203,2019,0,0
48201452002,2019,0,0
48201451404,2019,0,0
48201541007,2019,0,0
48201250407,2019,0,0
48201240505,2019,0,0
48201554904,2019,0,0
48201554907,2019,0,0
48201543006,2019,0,0
48201555305,2019,0,0
48201542107,2019,0,0
48201542201,2019,0,0
48201233501,2019,0,0
48201440101,2019,0,0
48201323602,2019,0,0
48201312501,2019,0,0
48201510702,2019,0,0
48201431204,2019,0,0
48201533301,2019,0,0
48201221501,2019,0,0
48201410801,2019,0,0
48201432705,2019,0,0
48201313901,2019,0,0
48201314003,2019,0,0
48201314402,2019,0,0
48201412201,2019,0,0
48201411902,2019,0,0
48201313801,2019,0,0
48201350604,2019,0,0
48201222504,2019,0,0
