Geo,Year,UrbanArea,TownArea,RuralArea
48167721210,2019,639.9896573,0,186.5024734
48167721211,2019,870.0768603,0,322.6613806
48167721301,2019,764.9317404,0,0
48167721302,2019,300.9548989,0,0
48167721401,2019,430.8594635,0,0
48167721402,2019,319.2321121,0,0
48167721403,2019,561.2189399,0,0
48167721501,2019,293.6869759,0,0
48167721502,2019,378.3308446,0,0
48167721503,2019,254.2927484,0,0
48167721600,2019,685.2430303,0,1.211885621
48167721701,2019,300.4865795,0,35.75161932
48167721702,2019,214.0477951,0,13.10525839
48167721703,2019,863.2741849,0,1069.181576
48167721800,2019,1967.665703,0,863.7506191
48167721901,2019,1037.489449,0,2778.01658
48167721902,2019,1312.986548,0,7885.563861
48167722001,2019,609.0847962,0,913.0550534
48167722002,2019,289.1152322,0,0.974004115
48167722100,2019,644.9686384,0,1.937514076
48167722200,2019,295.8318352,0,0.67210163
48167722300,2019,713.9945543,0,0
48167722600,2019,977.7092679,0,1.544064895
48167722700,2019,903.3395841,0,0.237437062
48167722800,2019,484.7104677,0,6.053372812
48167722900,2019,375.7812286,0,0.936963952
48167723000,2019,628.4227507,0,0
48167723100,2019,874.0055255,0,5.253153718
48167723200,2019,4123.023317,0,6.897761341
48167723300,2019,3826.299158,0,3655.792729
48167723401,2019,393.0924987,0,3906.861391
48167723402,2019,1505.402756,0,2531.316201
48167723403,2019,1992.460892,0,347.361289
48167723501,2019,1659.778501,0,271.0636193
48167723503,2019,1232.986286,0,3608.074769
48167723504,2019,2156.552709,0,111.632904
48167723505,2019,1740.416345,0,5284.564798
48167723600,2019,1639.617702,0,30945.42877
48167723700,2019,1117.634699,0,47.12573286
48167723800,2019,703.5591858,0,1791.80211
48167723900,2019,0.044603157,0,24548.07268
48167724000,2019,0.188776348,0,4939.885589
48167724101,2019,0,0,269.8902162
48167724200,2019,0,0,159.935267
48167724300,2019,0,0,237.8308894
48167724400,2019,0,0,164.5830106
48167724500,2019,0,0,137.993283
48167724600,2019,0,0,96.5303209
48167724700,2019,0,0,112.1159626
48167724800,2019,0,0,92.79660707
48167724900,2019,0,0,86.12809953
48167725000,2019,0,0,115.2206172
48167725100,2019,0,0,120.8253311
48167725200,2019,0,0,93.62161746
48167725300,2019,4.93935E-06,0,159.6067289
48167725400,2019,0,0,160.5298241
48167725500,2019,0,0,135.5653109
48167725600,2019,0,0,363.6148191
48167725700,2019,0,0,207.841972
48167725800,2019,0.015122778,0,509.9507351
48167725900,2019,0.008317185,0,1511.689396
48167726000,2019,66.18754845,0,4161.14683
48167726101,2019,0.148099084,0,1325.52418
48167726102,2019,0.239193289,0,3299.235136
48167726200,2019,3596.708759,0,3266.302616
48167990000,2019,0,0,8.812762053
48167990100,2019,50.21831545,0,1532.953545
48201100001,2019,336.6432677,0,0
48201210400,2019,288.6837659,0,0
48201210500,2019,343.4729363,0,0
48201210600,2019,376.9442868,0,0
48201210700,2019,183.8544033,0,0
48201210800,2019,632.8853648,0,0
48201210900,2019,205.2653424,0,0
48201211000,2019,194.3221631,0,0
48201211101,2019,195.5673848,0,0
48201211102,2019,167.0746531,0,0
48201211200,2019,308.480287,0,0
48201211301,2019,161.5132877,0,0
48201211302,2019,222.6618509,0,0
48201211400,2019,655.3288808,0,0
48201211501,2019,675.5793388,0,0
48201211502,2019,391.4437792,0,0
48201211600,2019,186.3405381,0,0
48201211700,2019,824.7204465,0,0
48201211900,2019,204.1395678,0,0
48201212300,2019,470.1614909,0,0
48201212400,2019,1391.744174,0,0
48201212500,2019,2080.968709,0,0
48201220100,2019,257.8871604,0,0
48201220200,2019,218.2278426,0,0
48201220300,2019,388.2123889,0,0
48201220400,2019,378.5381681,0,0
48201220500,2019,467.8053779,0,0
48201220600,2019,330.0361889,0,0
48201220701,2019,398.8551647,0,0
48201220702,2019,387.0065061,0,0
48201220800,2019,310.3990793,0,0
48201220900,2019,265.0699005,0,0
48201221000,2019,481.3918454,0,0
48201221100,2019,628.790894,0,0
48201221200,2019,466.4839045,0,0
48201221301,2019,351.5269739,0,0
48201221302,2019,285.333386,0,0
48201221400,2019,384.2932944,0,0
48201221501,2019,333.5438597,0,0
48201221502,2019,102.2074969,0,0
48201221601,2019,222.7177701,0,0
48201221602,2019,928.0973953,0,0
48201221701,2019,551.8219011,0,0
48201221702,2019,481.8864437,0,0
48201221800,2019,639.9769011,0,0
48201221900,2019,411.8120945,0,0
48201222000,2019,173.9504699,0,0
48201222100,2019,348.9485108,0,0
48201222200,2019,624.0232769,0,0
48201222300,2019,805.7908763,0,0
48201222401,2019,1076.129406,0,0
48201222402,2019,850.0087384,0,0
48201222501,2019,174.704238,0,0
48201222502,2019,686.2927372,0,0
48201222504,2019,58.43426462,0,0
48201222505,2019,275.64276,0,0
48201222601,2019,288.2000377,0,0
48201222602,2019,237.0767774,0,0
48201222701,2019,199.4406509,0,0
48201222702,2019,1241.601358,0,0
48201222800,2019,1482.854806,0,0
48201222900,2019,1221.210071,0,0
48201223001,2019,642.2200468,0,0
48201223002,2019,139.4173932,0,0
48201223100,2019,1030.061866,0,0
48201230100,2019,224.7769007,0,0
48201230200,2019,1495.667331,0,0
48201230300,2019,321.1988824,0,0
48201230400,2019,561.9651742,0,0
48201230500,2019,601.3793124,0,0
48201230600,2019,401.6578537,0,0
48201230700,2019,447.4269055,0,0
48201230800,2019,312.694625,0,0
48201230900,2019,941.9575468,0,0
48201231000,2019,753.1351731,0,0
48201231100,2019,2214.388747,0,0.00468841
48201231200,2019,1380.485403,0,1509.782977
48201231300,2019,946.4385294,0,1.331179937
48201231400,2019,682.0234101,0,0
48201231500,2019,224.5860205,0,0
48201231600,2019,312.8251047,0,0
48201231700,2019,782.4126658,0,0
48201231800,2019,552.3313423,0,0
48201231900,2019,1832.370017,0,70.53827838
48201232000,2019,1174.713893,0,2141.664992
48201232100,2019,555.9876726,0,79.08881124
48201232201,2019,827.921837,0,4.463416512
48201232202,2019,881.4066763,0,17.3197882
48201232203,2019,561.2279704,0,1471.184374
48201232303,2019,994.3100916,0,1887.250679
48201232304,2019,1031.332601,0,1661.502286
48201232305,2019,1471.884877,0,37.67185204
48201232306,2019,887.9308162,0,0.017951942
48201232402,2019,280.3591204,0,0
48201232403,2019,389.9646859,0,0
48201232404,2019,677.1231573,0,0
48201232405,2019,2227.877997,0,0
48201232500,2019,2523.057433,0,0
48201232600,2019,918.2985871,0,0
48201232701,2019,527.1752558,0,0
48201232703,2019,122.1303997,0,0
48201232704,2019,604.9515743,0,0
48201232801,2019,151.7750649,0,0
48201232802,2019,184.6219643,0,0
48201232901,2019,395.1470505,0,0
48201232902,2019,146.256965,0,0
48201233001,2019,171.2573056,0,0
48201233002,2019,317.5043167,0,0
48201233003,2019,187.4830594,0,0
48201233101,2019,300.008547,0,0
48201233103,2019,283.1233136,0,0.024057726
48201233104,2019,138.1401939,0,0
48201233105,2019,282.1044517,0,0
48201233200,2019,557.3607869,0,0.000508864
48201233300,2019,2199.526192,0,105.3815287
48201233400,2019,461.147481,0,0
48201233501,2019,302.7790381,0,0
48201233502,2019,294.7690965,0,0
48201233600,2019,766.4093932,0,0
48201233701,2019,1392.373784,0,0
48201233702,2019,471.7999866,0,0
48201233703,2019,1528.313529,0,0.24998908
48201240101,2019,320.2591227,0,0
48201240102,2019,395.2820851,0,0
48201240400,2019,4393.01604,0,0
48201240503,2019,43.43688834,0,0
48201240504,2019,85.65131338,0,0
48201240505,2019,70.46570782,0,0
48201240506,2019,582.2898144,0,0
48201240600,2019,566.5027073,0,0
48201240703,2019,429.2242408,0,0
48201240704,2019,427.4975646,0,0
48201240705,2019,612.0751919,0,0
48201240706,2019,1066.525608,0,0
48201240707,2019,1037.505428,0,0
48201240802,2019,2618.377526,0,0
48201240803,2019,413.5596122,0,0
48201240804,2019,182.3000786,0,0
48201240903,2019,540.9243857,0,0.00039072
48201240904,2019,1740.249072,0,0.294114255
48201240905,2019,424.1939143,0,0
48201240906,2019,758.2708413,0,0.208453641
48201241001,2019,479.5922664,0,5.914124928
48201241002,2019,582.7889729,0,542.1666816
48201241101,2019,391.7870005,0,3.218828189
48201241103,2019,558.0416328,0,0
48201241104,2019,927.6738595,0,6.191340346
48201241105,2019,375.1410233,0,0
48201241201,2019,260.4770383,0,0
48201241202,2019,491.3688556,0,0.503148027
48201241301,2019,1484.897375,0,8.654501252
48201241302,2019,1520.066701,0,0.022668171
48201241400,2019,1380.34498,0,499.7460001
48201241501,2019,3195.949308,0,0
48201241502,2019,244.9319384,0,0
48201241503,2019,3840.867289,0,0
48201250101,2019,1662.386517,0,0
48201250102,2019,1356.228758,0,1.513094544
48201250201,2019,953.2043298,0,0
48201250202,2019,266.4179357,0,0
48201250303,2019,372.530546,0,0.18981025
48201250304,2019,1921.397642,0,205.6120258
48201250305,2019,445.573966,0,0.200599031
48201250306,2019,380.9746971,0,66.20541655
48201250403,2019,492.6538255,0,1.657658101
48201250404,2019,409.9234194,0,2.627688067
48201250405,2019,483.2243746,0,0.798929438
48201250406,2019,397.0980097,0,0.970627851
48201250407,2019,443.9224275,0,353.6153507
48201250408,2019,1002.88638,0,1338.517475
48201250500,2019,933.5507673,0,1.841696312
48201250601,2019,889.8706438,0,1.078305693
48201250602,2019,665.3191566,0,1415.841505
48201250701,2019,1341.342063,0,2443.544244
48201250702,2019,564.2216188,0,1.036854352
48201250801,2019,394.6102475,0,0.004133918
48201250802,2019,619.5367056,0,0.272605515
48201250901,2019,402.6301024,0,0
48201250902,2019,939.9032155,0,57.71532284
48201251000,2019,689.323081,0,3.86391005
48201251100,2019,1671.121832,0,9.8828077
48201251200,2019,582.8198689,0,0
48201251300,2019,963.6098465,0,0
48201251401,2019,195.0672798,0,2.525522159
48201251402,2019,464.5045992,0,0.781701382
48201251501,2019,622.4999435,0,1000.826182
48201251503,2019,142.8708589,0,0.048572121
48201251504,2019,472.7891147,0,0.08851061
48201251505,2019,423.2609747,0,0
48201251600,2019,16.20757754,0,12393.14452
48201251701,2019,1556.380124,0,560.5911169
48201251702,2019,1046.364794,0,13535.58048
48201251800,2019,162.5239881,0,8366.75413
48201251902,2019,1443.650562,0,1759.0939
48201251903,2019,1273.855674,0,4077.297058
48201251904,2019,572.9689402,0,3565.743586
48201252001,2019,970.2803454,0,587.92319
48201252002,2019,1067.686473,0,3382.786152
48201252003,2019,788.5928789,0,858.6774729
48201252100,2019,1185.078577,0,2878.59011
48201252201,2019,297.5483394,0,0
48201252202,2019,3958.919959,0,23.54444897
48201252303,2019,238.9390123,0,0
48201252304,2019,293.3799531,0,0
48201252305,2019,439.929608,0,0
48201252306,2019,1205.89457,0,0.120302098
48201252400,2019,1028.700417,0,0
48201252500,2019,3579.582678,0,3023.908753
48201252601,2019,780.6347266,0,0
48201252602,2019,2770.378887,0,3780.978172
48201252700,2019,1010.655188,0,9705.681453
48201252800,2019,1282.297342,0,13004.4708
48201252901,2019,682.0278792,0,64.07503364
48201252902,2019,1703.737888,0,511.3995568
48201253000,2019,2305.524234,0,1499.189925
48201253101,2019,585.5620067,0,0.184183327
48201253102,2019,620.4789986,0,4940.56621
48201253201,2019,1738.774688,0,2062.838488
48201253202,2019,2989.565901,0,1293.717501
48201253300,2019,1147.488875,0,26.10175811
48201253501,2019,493.6562185,0,0
48201253502,2019,674.7128116,0,0
48201253601,2019,508.9798958,0,0
48201253602,2019,442.6295766,0,0
48201253700,2019,837.9479639,0,0.07935285
48201253800,2019,1584.889225,0,0.209705654
48201253900,2019,936.2545501,0,0.00490819
48201254000,2019,506.1859948,0,0
48201254100,2019,609.91372,0,0
48201254200,2019,213.6142732,0,0
48201254300,2019,504.9139415,0,0
48201254400,2019,488.5022863,0,0.046629516
48201254600,2019,656.0438262,0,11.98124929
48201254700,2019,434.1276167,0,2673.646529
48201254800,2019,3933.031599,0,249.8793095
48201310101,2019,322.340016,0,0
48201310102,2019,199.5680153,0,0
48201310200,2019,266.3148135,0,0
48201310300,2019,375.5052609,0,0
48201310400,2019,286.3769375,0,0
48201310500,2019,568.0334724,0,0
48201310600,2019,315.8626814,0,0
48201310700,2019,358.7932037,0,0
48201310800,2019,282.0272011,0,0
48201310900,2019,245.0802115,0,0
48201311001,2019,138.0610651,0,0
48201311002,2019,241.0811687,0,0
48201311100,2019,381.4963392,0,0
48201311200,2019,541.7782554,0,0
48201311300,2019,251.8960945,0,0
48201311400,2019,364.9715081,0,0
48201311501,2019,122.5802829,0,0
48201311502,2019,245.2823824,0,0
48201311600,2019,75.87329947,0,0
48201311701,2019,270.8968332,0,0
48201311702,2019,196.708772,0,0
48201311800,2019,359.1914233,0,0
48201311900,2019,343.7400931,0,0
48201312000,2019,298.1814606,0,0
48201312200,2019,164.0461572,0,0
48201312300,2019,187.7738948,0,0
48201312400,2019,168.87321,0,0
48201312501,2019,128.0026656,0,0
48201312502,2019,112.8425684,0,0
48201312601,2019,76.11482418,0,0
48201312602,2019,77.25243771,0,0
48201312603,2019,126.0667691,0,0
48201312700,2019,136.2621148,0,0
48201312800,2019,178.5007134,0,0
48201312901,2019,84.9919207,0,0
48201312902,2019,165.9716793,0,0
48201313000,2019,175.0630658,0,0
48201313101,2019,120.0922836,0,0
48201313102,2019,272.0172446,0,0
48201313201,2019,248.9978795,0,0
48201313202,2019,276.8454294,0,0
48201313300,2019,313.288907,0,0
48201313400,2019,345.7019104,0,0
48201313500,2019,276.2255301,0,0
48201313600,2019,384.9670019,0,0
48201313700,2019,236.0143327,0,0
48201313801,2019,148.0875323,0,0
48201313802,2019,198.4170104,0,0
48201313901,2019,379.5440255,0,0
48201313902,2019,98.15886527,0,0
48201314001,2019,287.8448726,0,0
48201314003,2019,191.8709923,0,0
48201314004,2019,36.92043149,0,0
48201314005,2019,143.6825141,0,0
48201314301,2019,55.15058103,0,0
48201314302,2019,163.2429583,0,0
48201314401,2019,91.82873485,0,0
48201314402,2019,154.8116288,0,0
48201320100,2019,149.7769672,0,0
48201320201,2019,340.6229449,0,0
48201320202,2019,280.8822685,0,0
48201320500,2019,1238.42383,0,0
48201320601,2019,189.4015614,0,0
48201320602,2019,267.0047557,0,0
48201320700,2019,692.2136615,0,0
48201320800,2019,478.5776519,0,0
48201320901,2019,188.0961064,0,0
48201320902,2019,230.9284847,0,0
48201321001,2019,249.9503752,0,0
48201321002,2019,484.8104757,0,0
48201321101,2019,544.9212874,0,0.000471214
48201321102,2019,453.2957,0,0
48201321200,2019,659.878592,0,0
48201321301,2019,110.9826308,0,0
48201321302,2019,202.0414248,0,0
48201321401,2019,354.6544214,0,0
48201321402,2019,309.638115,0,0
48201321500,2019,190.4093964,0,0
48201321600,2019,534.0298405,0,0
48201321700,2019,348.2399071,0,0
48201321800,2019,232.2019421,0,0
48201321900,2019,454.143824,0,0
48201322000,2019,128.8076663,0,0
48201322100,2019,409.9869451,0,0
48201322200,2019,168.1906266,0,0
48201322600,2019,450.6825217,0,0
48201322701,2019,139.3723923,0,0
48201322702,2019,237.571694,0,0
48201322800,2019,620.451178,0,0
48201322900,2019,299.9321653,0,0
48201323000,2019,284.7044428,0,0
48201323100,2019,397.3891379,0,0
48201323200,2019,399.0673164,0,0
48201323300,2019,264.7473347,0,0
48201323400,2019,363.2670925,0,0
48201323500,2019,534.3906347,0,0
48201323601,2019,593.0215489,0,0
48201323602,2019,357.2177754,0,0
48201323701,2019,474.0323248,0,0
48201323702,2019,188.809582,0,0
48201323801,2019,238.4109496,0,0
48201323802,2019,497.0117902,0,0
48201323900,2019,604.0765875,0,0
48201324000,2019,1584.363187,0,0.15539536
48201324101,2019,479.7108693,0,0
48201324102,2019,4374.632328,0,49.60252557
48201324200,2019,1418.848656,0,0
48201330101,2019,212.5741151,0,0
48201330102,2019,251.8790894,0,0
48201330200,2019,857.3397297,0,0
48201330301,2019,589.1728765,0,0
48201330302,2019,980.0765238,0,0
48201330303,2019,901.5920396,0,0
48201330400,2019,873.0540633,0,0
48201330500,2019,494.0807827,0,0
48201330600,2019,687.8564876,0,0
48201330700,2019,1233.412986,0,0
48201330801,2019,1468.146791,0,1686.746805
48201330802,2019,1692.857047,0,1010.470373
48201330901,2019,901.3353875,0,0
48201330902,2019,1127.562194,0,0
48201331100,2019,529.0630838,0,0
48201331200,2019,421.5524,0,0
48201331300,2019,842.2666589,0,0
48201331400,2019,322.6623809,0,0
48201331501,2019,409.1848823,0,0
48201331502,2019,1473.198993,0,0.000885339
48201331602,2019,1319.428892,0,1.260541015
48201331603,2019,403.7475025,0,0.007217574
48201331604,2019,167.2073225,0,0
48201331700,2019,932.6490686,0,0
48201331800,2019,414.411676,0,0
48201331900,2019,314.8397295,0,0
48201332000,2019,398.1541008,0,0
48201332100,2019,176.3715595,0,0
48201332200,2019,534.6632757,0,0
48201332300,2019,193.4470593,0,0
48201332400,2019,574.514394,0,0
48201332500,2019,289.3138323,0,0
48201332600,2019,618.6037688,0,0
48201332700,2019,446.2632595,0,0
48201332800,2019,318.8337589,0,0
48201332900,2019,313.1626931,0,0
48201333000,2019,254.5432344,0,0
48201333100,2019,210.7275296,0,0
48201333201,2019,207.0905698,0,0
48201333203,2019,365.0044901,0,0
48201333204,2019,27.36688549,0,0
48201333205,2019,22.58005327,0,0
48201333301,2019,286.2761817,0,0
48201333302,2019,1150.146774,0,0
48201333501,2019,192.548249,0,0
48201333502,2019,174.7012698,0,0
