Geo,Year,SFDU,MFDU,GQDU
677,2019,0,448,0
679,2019,0,666,0
680,2019,4,0,0
681,2019,396,350,0
682,2019,832,757,0
683,2019,0,184,0
685,2019,49,355,0
687,2019,160,4723,0
688,2019,8,0,0
689,2019,0,5901,0
690,2019,4,5091,0
691,2019,0,6535,0
692,2019,0,1022,0
693,2019,0,684,0
694,2019,0,1829,0
695,2019,0,4268,0
696,2019,0,606,0
697,2019,0,2557,0
699,2019,0,1657,0
700,2019,0,2514,0
702,2019,0,2802,0
703,2019,197,2074,2
704,2019,24,244,0
705,2019,792,410,0
706,2019,300,0,0
707,2019,707,796,0
708,2019,284,178,0
709,2019,165,1258,0
710,2019,0,654,0
711,2019,2023,0,0
712,2019,2335,38,0
713,2019,2586,273,0
714,2019,1617,70,0
715,2019,2470,58,0
716,2019,33,12,0
717,2019,604,1544,0
718,2019,937,50,0
719,2019,768,178,0
721,2019,1064,550,0
722,2019,1250,1251,0
723,2019,158,748,0
724,2019,784,930,0
727,2019,0,578,0
728,2019,1473,254,0
729,2019,2706,1074,0
730,2019,335,8058,0
731,2019,2462,1281,0
732,2019,1460,1995,0
733,2019,0,3822,0
734,2019,218,0,0
735,2019,996,1474,0
736,2019,0,2144,0
737,2019,725,0,0
738,2019,1139,304,0
739,2019,1123,0,0
740,2019,316,292,0
741,2019,248,0,0
742,2019,68,311,0
743,2019,1075,402,0
744,2019,344,92,0
745,2019,562,403,0
746,2019,963,1350,0
747,2019,276,440,0
748,2019,0,4082,0
749,2019,0,1814,0
750,2019,1154,72,0
751,2019,246,1592,0
752,2019,327,1161,0
753,2019,742,1159,0
754,2019,215,1615,0
755,2019,130,1368,0
756,2019,294,718,0
757,2019,425,126,0
758,2019,218,0,0
759,2019,6,1190,0
760,2019,100,909,0
761,2019,0,350,0
762,2019,48,722,0
763,2019,1062,663,0
764,2019,897,92,0
765,2019,249,2705,0
766,2019,1435,782,0
767,2019,463,6543,0
768,2019,0,9884,0
769,2019,2327,3174,0
770,2019,235,9863,0
771,2019,4,5484,0
772,2019,889,4839,0
773,2019,0,8714,0
774,2019,125,1934,0
775,2019,0,4115,0
776,2019,4,857,0
777,2019,0,2456,0
778,2019,0,768,0
779,2019,1480,939,0
780,2019,272,3039,0
781,2019,199,4910,334
782,2019,796,2409,0
783,2019,104,3305,0
784,2019,140,4913,0
785,2019,26,5090,0
786,2019,403,212,0
787,2019,188,957,0
788,2019,794,0,0
789,2019,313,2,0
790,2019,176,7457,0
791,2019,84,1033,0
792,2019,569,2564,0
793,2019,92,1936,0
794,2019,0,3569,0
795,2019,698,1507,0
796,2019,609,5435,0
797,2019,0,1252,0
798,2019,0,4432,0
799,2019,0,2562,0
800,2019,0,224,0
801,2019,0,694,0
802,2019,0,1920,0
804,2019,0,253,0
805,2019,935,6204,0
806,2019,200,2683,0
807,2019,0,2480,0
808,2019,0,8081,0
809,2019,402,8135,0
810,2019,0,6210,0
811,2019,0,1144,0
812,2019,0,904,0
813,2019,0,1840,0
814,2019,0,1009,0
815,2019,3078,637,0
816,2019,0,3272,0
817,2019,3272,2941,0
818,2019,478,8679,0
819,2019,0,918,0
820,2019,654,2885,0
821,2019,2,3932,0
822,2019,1687,1160,0
823,2019,1574,737,0
824,2019,73,8287,0
825,2019,231,2479,0
826,2019,25,800,0
827,2019,461,0,0
828,2019,156,584,0
829,2019,220,0,0
830,2019,856,0,0
831,2019,138,192,0
832,2019,980,2,0
833,2019,322,1336,0
834,2019,284,0,0
835,2019,280,0,0
836,2019,666,0,0
837,2019,166,0,0
838,2019,310,0,0
839,2019,478,0,0
840,2019,76,386,0
841,2019,412,0,0
842,2019,878,0,0
843,2019,1064,0,0
844,2019,977,844,0
845,2019,522,28,0
846,2019,296,1294,0
847,2019,502,0,0
848,2019,120,2126,0
849,2019,210,0,0
850,2019,331,1234,0
851,2019,1616,1580,0
852,2019,760,1425,0
853,2019,74,5120,0
854,2019,394,410,0
855,2019,699,2346,0
856,2019,1354,1124,0
857,2019,1621,10,0
858,2019,94,82,0
859,2019,900,567,0
860,2019,638,0,0
861,2019,311,1388,0
862,2019,578,1415,0
863,2019,41,3412,0
864,2019,812,4,0
865,2019,0,1461,0
866,2019,592,1267,0
867,2019,158,2546,0
868,2019,262,4208,0
869,2019,952,1640,0
871,2019,1003,980,0
872,2019,987,1857,0
873,2019,837,1056,0
874,2019,2144,851,0
875,2019,614,1706,468
876,2019,666,0,0
877,2019,0,3206,0
878,2019,506,2828,0
879,2019,1503,2757,0
880,2019,880,161,0
881,2019,1768,1364,0
882,2019,874,3219,0
883,2019,380,993,0
884,2019,2033,1332,0
885,2019,1501,81,0
886,2019,1973,2238,0
887,2019,310,88,760
888,2019,2522,3072,1104
889,2019,39,509,0
890,2019,2410,4750,0
891,2019,565,1338,0
892,2019,488,1649,0
893,2019,292,690,432
894,2019,0,1867,0
895,2019,555,1294,0
896,2019,415,908,0
897,2019,366,348,0
898,2019,398,1432,0
899,2019,1574,9105,0
900,2019,2150,688,0
901,2019,111,6848,0
902,2019,414,1393,0
903,2019,0,164,0
904,2019,4,4285,0
905,2019,36,361,0
906,2019,7,1283,0
908,2019,0,322,0
909,2019,168,2506,0
910,2019,586,534,0
911,2019,1286,2243,0
912,2019,444,1207,0
913,2019,1599,3900,0
914,2019,0,2142,0
915,2019,264,1599,0
916,2019,0,3869,0
917,2019,110,5275,0
918,2019,4,2213,0
919,2019,28,1664,0
920,2019,365,4444,0
921,2019,0,487,0
922,2019,0,3107,0
923,2019,596,122,0
924,2019,1255,96,0
925,2019,34,738,0
926,2019,684,2074,0
927,2019,0,2926,0
928,2019,0,3469,0
929,2019,929,5612,0
930,2019,658,420,0
931,2019,973,134,0
932,2019,728,40,0
933,2019,3451,936,0
934,2019,920,530,0
935,2019,363,230,0
936,2019,442,1169,0
937,2019,377,96,0
938,2019,2727,964,0
939,2019,887,772,0
940,2019,1350,900,0
941,2019,2029,118,0
942,2019,32,10,0
943,2019,193,1313,274
944,2019,1118,621,0
945,2019,651,697,0
946,2019,1312,116,0
947,2019,964,8,0
948,2019,644,3244,0
949,2019,182,1894,0
950,2019,291,0,0
951,2019,1850,364,0
952,2019,997,182,0
953,2019,1672,62,0
954,2019,672,2,0
955,2019,1455,40,0
956,2019,1123,344,0
957,2019,950,108,0
958,2019,1274,200,0
959,2019,2540,56,0
960,2019,2624,1160,0
961,2019,30,1953,0
962,2019,254,744,0
963,2019,2036,114,0
964,2019,0,313,0
965,2019,1393,613,0
966,2019,822,8,0
967,2019,850,0,0
968,2019,654,703,0
969,2019,175,4133,0
970,2019,46,2378,0
971,2019,195,573,0
972,2019,0,1083,0
973,2019,934,522,0
974,2019,437,2802,0
975,2019,0,2352,0
976,2019,22,4906,0
977,2019,0,212,0
978,2019,1296,3803,0
979,2019,16,779,0
980,2019,363,729,0
981,2019,726,357,0
982,2019,320,874,0
983,2019,733,0,0
984,2019,343,22,0
985,2019,2565,8,0
986,2019,516,628,0
987,2019,874,372,0
988,2019,734,8,0
989,2019,2588,1201,0
990,2019,750,262,0
991,2019,2235,1571,0
992,2019,1575,2125,0
993,2019,830,504,0
994,2019,1902,752,0
995,2019,1905,52,0
996,2019,2039,0,0
997,2019,1209,0,0
998,2019,1525,32,0
999,2019,1962,390,0
1000,2019,474,831,0
1001,2019,2988,861,0
1002,2019,797,52,0
1004,2019,395,1597,0
1006,2019,1254,0,0
1007,2019,0,1964,0
1008,2019,1777,0,0
1009,2019,0,323,0
1010,2019,739,1777,0
1011,2019,922,564,0
1012,2019,286,1265,0
1013,2019,2,0,0
1014,2019,690,0,0
1015,2019,0,1016,0
1016,2019,228,977,0
1017,2019,594,373,0
1018,2019,848,0,0
1019,2019,10,0,0
1020,2019,1022,0,0
1021,2019,376,606,304
1022,2019,4184,10,0
1023,2019,1929,68,0
1024,2019,989,0,0
1025,2019,905,14,0
1026,2019,1674,0,0
1027,2019,900,0,0
1028,2019,1828,0,0
1029,2019,4,0,0
1030,2019,1692,0,0
1031,2019,1073,0,0
1032,2019,2560,8,0
1033,2019,2,1412,0
1034,2019,0,226,0
1035,2019,2762,486,0
1036,2019,5526,1095,0
1037,2019,3201,381,0
1038,2019,1146,1697,0
1039,2019,1928,317,0
1040,2019,1044,363,0
1041,2019,0,180,0
1042,2019,113,0,0
1043,2019,49,4,0
1044,2019,1031,360,0
1045,2019,597,52,0
1046,2019,556,352,0
1047,2019,461,10,0
1048,2019,318,360,0
1049,2019,796,244,0
1050,2019,6,0,0
1051,2019,534,142,0
1052,2019,1277,116,0
1053,2019,1000,122,0
1054,2019,1134,102,0
1055,2019,937,40,0
1056,2019,1120,370,0
1057,2019,840,20,0
1058,2019,838,10,0
1059,2019,851,449,0
1060,2019,1314,453,0
1061,2019,1296,18,0
1062,2019,1354,56,0
1063,2019,612,87,0
1064,2019,1226,10,0
1065,2019,1832,84,0
1066,2019,266,4,0
1067,2019,266,540,0
1068,2019,1132,24,0
1069,2019,1217,4,0
1070,2019,685,48,0
1071,2019,224,10,0
1072,2019,722,40,0
1073,2019,1629,50,0
1075,2019,2691,190,0
1076,2019,1137,1066,0
1077,2019,1477,676,0
1078,2019,4,0,0
1079,2019,1617,78,0
1080,2019,160,213,0
1081,2019,10,0,0
1082,2019,1282,20,0
1083,2019,276,4,0
1084,2019,873,118,0
1085,2019,674,56,0
1086,2019,106,36,0
1087,2019,821,308,0
1088,2019,238,30,0
1089,2019,86,478,0
1090,2019,1293,90,0
1091,2019,296,4,0
1092,2019,1673,210,0
1093,2019,587,104,0
1094,2019,1694,468,0
1095,2019,641,94,0
1096,2019,1661,400,0
1097,2019,427,154,0
1098,2019,1741,34,0
1099,2019,1995,120,0
1100,2019,1742,632,0
1101,2019,651,760,0
1102,2019,1523,101,0
1103,2019,2095,496,0
1104,2019,1583,580,0
1105,2019,804,1086,0
1106,2019,2341,1602,0
1107,2019,942,529,0
1108,2019,2052,2054,0
1109,2019,0,4687,0
1112,2019,0,1576,0
1114,2019,0,1020,0
1116,2019,2,0,0
1117,2019,2032,1300,328
1118,2019,1235,194,0
1119,2019,873,210,0
1120,2019,1446,359,0
1121,2019,2684,96,0
1122,2019,1161,295,0
1123,2019,455,177,0
1125,2019,745,476,0
1126,2019,418,322,0
1127,2019,760,222,0
1128,2019,21,24,0
1129,2019,2962,46,0
1130,2019,3294,398,0
1131,2019,642,16,0
1132,2019,3984,68,0
1133,2019,291,32,0
1134,2019,1546,128,0
1135,2019,440,30,0
1136,2019,975,0,0
1137,2019,477,70,0
1138,2019,635,150,0
1139,2019,402,212,0
1140,2019,409,160,0
1141,2019,1486,166,0
1142,2019,1151,54,0
1143,2019,368,8,0
1144,2019,320,80,0
1145,2019,352,116,16
1146,2019,303,76,0
1147,2019,712,551,0
1148,2019,1497,80,0
1149,2019,99,0,0
1151,2019,781,30,0
1152,2019,555,0,0
1153,2019,474,4,0
1154,2019,2550,0,0
1155,2019,1682,353,0
1156,2019,360,0,0
1157,2019,386,4,0
1158,2019,1541,652,0
1159,2019,2478,0,0
1160,2019,2216,24,0
1161,2019,1171,184,336
1162,2019,31,606,0
1163,2019,276,14,0
1164,2019,436,32,0
1165,2019,1496,172,0
1166,2019,1757,4,0
1167,2019,2652,438,0
1168,2019,325,8,0
1169,2019,590,48,0
1170,2019,1951,0,288
1171,2019,881,0,0
1172,2019,154,0,0
1173,2019,1695,0,0
1174,2019,524,4,0
1175,2019,2687,32,0
1176,2019,6,0,0
1177,2019,1030,0,0
1179,2019,13,0,0
1180,2019,2251,0,0
1181,2019,3101,514,0
1182,2019,882,0,0
1183,2019,553,0,0
1184,2019,594,4,0
1185,2019,515,0,0
1186,2019,39,0,0
1187,2019,4941,240,0
1188,2019,830,0,0
1189,2019,2229,104,0
1190,2019,2077,18,0
1191,2019,2687,2208,0
1192,2019,1930,528,0
1193,2019,1595,1078,0
1194,2019,1,0,0
1195,2019,250,1244,0
1196,2019,237,0,0
1197,2019,368,16,0
1198,2019,1554,0,0
1199,2019,105,297,0
1200,2019,353,261,0
1201,2019,677,44,0
1202,2019,270,0,0
1203,2019,3250,0,0
1204,2019,297,0,0
1205,2019,270,0,0
1206,2019,1442,84,0
1207,2019,1306,80,0
1208,2019,1910,288,0
1209,2019,3356,172,0
1210,2019,36,4,0
1211,2019,2146,524,0
1212,2019,1158,96,0
1213,2019,1620,40,0
1215,2019,22,90,0
1216,2019,84,292,0
1217,2019,1033,48,0
1218,2019,180,2,0
1219,2019,320,0,0
1220,2019,19,0,0
1223,2019,1724,3334,818
1224,2019,1512,4,0
1225,2019,390,606,0
1226,2019,41,0,0
1227,2019,284,26,0
1228,2019,943,214,0
1229,2019,18,0,0
1230,2019,619,0,0
1231,2019,282,8,0
1232,2019,102,0,0
1233,2019,836,4,0
1235,2019,158,0,0
1236,2019,858,168,0
1237,2019,1021,281,0
1238,2019,334,516,0
1239,2019,4303,636,0
1240,2019,1596,52,0
1241,2019,1653,14,0
1242,2019,2322,3062,512
1243,2019,919,1276,0
1244,2019,665,600,0
1245,2019,5016,438,0
1246,2019,1898,452,0
1247,2019,2371,1030,0
1248,2019,2805,524,0
1249,2019,2956,4,0
1250,2019,1130,1712,0
1251,2019,18,80,0
1252,2019,924,224,0
1253,2019,24,16,0
1254,2019,22,8,0
1255,2019,90,248,0
1256,2019,2,0,0
1259,2019,734,968,0
1260,2019,710,1002,0
1261,2019,711,534,0
1262,2019,10,290,0
1263,2019,943,64,0
1265,2019,240,58,0
1266,2019,52,18,0
1267,2019,2436,0,0
1268,2019,40,4,0
1269,2019,2034,212,0
1270,2019,2652,1252,0
1271,2019,1140,588,0
1272,2019,418,734,0
1274,2019,1604,842,0
1275,2019,254,102,0
1276,2019,23,0,0
1277,2019,509,222,0
1278,2019,3291,1716,0
1279,2019,2,0,0
1280,2019,944,1948,0
1281,2019,0,116,0
1282,2019,2443,16,0
1283,2019,320,923,0
1284,2019,2232,1542,0
1285,2019,1194,0,0
1286,2019,1115,226,0
1287,2019,1225,124,0
1288,2019,3138,928,0
1289,2019,0,1484,0
1290,2019,64,348,0
1291,2019,304,0,0
1292,2019,697,82,0
1293,2019,420,136,0
1294,2019,522,534,0
1295,2019,1915,224,0
1296,2019,386,228,0
1297,2019,376,0,0
1298,2019,1589,672,0
1299,2019,982,0,0
1301,2019,289,122,0
1302,2019,655,314,0
1303,2019,184,0,0
1304,2019,185,944,0
1305,2019,834,2278,0
1306,2019,1190,506,0
1307,2019,384,118,0
1308,2019,664,8,0
1309,2019,306,398,0
1310,2019,1206,70,0
1311,2019,509,158,0
1313,2019,2142,96,0
1314,2019,2025,12,0
1315,2019,1545,36,0
1316,2019,2,0,0
1317,2019,3060,292,0
1318,2019,3548,1328,0
1320,2019,1002,900,0
1321,2019,144,686,0
1322,2019,193,12,0
1323,2019,530,2554,0
1324,2019,448,1300,0
1325,2019,222,16,0
1326,2019,2,1196,0
1327,2019,1430,196,0
1328,2019,1486,410,0
1329,2019,360,1128,0
1330,2019,581,448,0
1331,2019,1649,666,0
1332,2019,2360,128,0
1333,2019,1678,648,0
1334,2019,544,8,0
1335,2019,533,116,0
1336,2019,1352,964,0
1337,2019,464,908,0
1338,2019,186,516,0
1339,2019,504,270,0
1340,2019,447,30,0
1341,2019,130,62,0
1342,2019,66,8,0
1343,2019,749,96,0
1344,2019,139,16,0
1345,2019,1084,946,0
1346,2019,238,364,0
1347,2019,780,4,0
1348,2019,248,320,0
1349,2019,50,0,0
1350,2019,1186,144,0
1351,2019,248,1248,0
1352,2019,0,462,0
1353,2019,2139,40,0
1354,2019,619,252,0
1355,2019,479,0,0
1356,2019,756,12,0
1357,2019,117,8,0
1358,2019,458,0,0
1359,2019,172,0,0
1360,2019,797,496,0
1361,2019,18,229,0
1362,2019,1011,1792,0
1363,2019,70,1118,0
1364,2019,1199,1328,0
1365,2019,828,0,0
1366,2019,725,16,0
1367,2019,994,150,0
1368,2019,8,421,0
1369,2019,404,24,0
1370,2019,649,1116,0
1371,2019,2,268,0
1372,2019,1308,600,0
1373,2019,2253,0,0
1374,2019,1532,0,0
1375,2019,886,32,0
1376,2019,2145,8,0
1377,2019,665,4,0
1378,2019,943,4,0
1379,2019,1077,4,0
1380,2019,827,74,0
1381,2019,82,540,0
1382,2019,165,516,0
1383,2019,292,568,0
1384,2019,830,1458,0
1385,2019,1125,82,0
1386,2019,496,96,0
1387,2019,1216,186,0
1388,2019,34,112,0
1389,2019,397,1654,0
1390,2019,340,0,0
1391,2019,0,128,280
1392,2019,62,4046,0
1393,2019,904,0,0
1394,2019,564,964,0
1395,2019,734,272,1104
1396,2019,68,126,0
1398,2019,12,20,0
1400,2019,22,0,0
1401,2019,601,2084,0
1402,2019,864,1318,0
1403,2019,440,0,0
1404,2019,236,72,0
1405,2019,382,144,0
1406,2019,426,16,0
1407,2019,821,170,0
1408,2019,2417,898,0
1409,2019,2264,80,0
1410,2019,758,12,0
1411,2019,1691,204,0
1412,2019,1355,0,0
1413,2019,1242,0,0
1414,2019,1527,0,0
1416,2019,810,100,0
1417,2019,312,0,0
1418,2019,988,0,0
1419,2019,1272,8,0
1420,2019,420,4,0
1421,2019,664,0,322
1422,2019,556,144,0
1423,2019,84,86,504
1424,2019,900,82,0
1425,2019,1728,182,0
1426,2019,498,198,0
1427,2019,2070,204,0
1428,2019,1752,417,0
1429,2019,0,1782,0
1430,2019,1491,266,0
1431,2019,244,44,0
1432,2019,2092,564,0
1433,2019,758,0,0
1434,2019,3707,1105,0
1435,2019,402,1105,0
1436,2019,24,82,0
1437,2019,2496,396,0
1438,2019,247,0,0
1439,2019,239,172,0
1440,2019,1432,636,0
1441,2019,3502,550,0
1442,2019,4,0,0
1443,2019,2834,16,0
1444,2019,49,1374,0
1445,2019,2165,386,0
1446,2019,188,98,0
1447,2019,36,0,0
1448,2019,655,16,0
1449,2019,301,0,0
1450,2019,4,400,0
1451,2019,469,36,0
1452,2019,130,0,0
1453,2019,1079,0,0
1454,2019,3808,1364,0
1455,2019,732,60,0
1456,2019,197,0,0
1457,2019,1615,250,0
1458,2019,2191,728,0
1459,2019,50,0,0
1460,2019,302,0,0
1461,2019,798,0,0
1462,2019,33,4,0
1463,2019,54,0,0
1464,2019,2,0,0
1465,2019,226,0,0
1466,2019,1280,60,0
1467,2019,260,0,0
1468,2019,169,24,0
1469,2019,715,768,0
1470,2019,1757,18,0
1471,2019,1888,42,0
1472,2019,2856,0,0
1473,2019,1457,0,0
1474,2019,2381,8,0
1475,2019,1352,536,0
1476,2019,137,1752,0
1477,2019,596,269,0
1480,2019,109,12,0
1481,2019,1683,230,0
1482,2019,36,136,0
1483,2019,427,0,0
1484,2019,2,0,0
1485,2019,63,2654,0
1487,2019,257,422,0
1488,2019,0,2184,0
1489,2019,0,4802,0
