Geo,Year,D3bpo4
820,2019,23.74431236
821,2019,18.27733316
822,2019,19.88530784
823,2019,12.6974985
824,2019,43.70083363
825,2019,5.870131083
826,2019,1.063571314
827,2019,2.538361221
828,2019,6.214003863
829,2019,1.712144428
830,2019,0.023561121
831,2019,2.588596508
832,2019,2.12251464
833,2019,3.10554483
834,2019,1.565657727
835,2019,1.611854014
836,2019,1.333224394
837,2019,5.029215806
838,2019,5.066547739
839,2019,4.999420631
840,2019,15.18350282
841,2019,5.306098187
842,2019,10.31205015
843,2019,8.95045778
844,2019,43.86493461
845,2019,13.92468024
846,2019,43.90436395
847,2019,21.72561708
848,2019,23.73648076
849,2019,6.354245644
850,2019,5.898169244
851,2019,49.26148194
852,2019,56.59910998
853,2019,46.80284465
854,2019,11.13864617
855,2019,9.47621766
856,2019,16.90611382
857,2019,13.47198067
858,2019,12.16128907
859,2019,21.13812412
860,2019,7.529467104
861,2019,17.35987718
862,2019,13.97124331
863,2019,11.35374059
864,2019,15.39478177
865,2019,14.91860772
866,2019,15.1212819
867,2019,14.98686173
868,2019,15.71213621
869,2019,17.2383821
871,2019,64.1989094
872,2019,34.9358551
873,2019,38.19580152
874,2019,20.4031093
875,2019,12.92383435
876,2019,23.09440166
877,2019,11.91867696
878,2019,11.99463296
879,2019,30.51704021
880,2019,4.864922763
881,2019,17.93861665
882,2019,9.436123102
883,2019,1.68E-05
884,2019,18.62292875
885,2019,13.45312054
886,2019,16.97245
887,2019,5.963637541
888,2019,39.13485646
889,2019,18.59470066
890,2019,13.87961007
891,2019,8.048451223
892,2019,67.59635746
893,2019,59.47801246
894,2019,20.86665138
895,2019,20.557161
896,2019,19.93720481
897,2019,12.22988573
898,2019,10.976167
899,2019,22.47467488
900,2019,29.21919118
901,2019,25.81587422
902,2019,9.651549908
903,2019,9.202176273
904,2019,9.613879967
905,2019,9.184685903
906,2019,10.62729256
908,2019,19.38074089
909,2019,10.07068125
910,2019,10.01765321
911,2019,30.92184004
912,2019,17.31062123
913,2019,11.63914887
914,2019,10.21971259
915,2019,10.22211359
916,2019,10.22632611
917,2019,27.95569244
918,2019,27.44273958
919,2019,22.62868065
920,2019,8.100955759
921,2019,10.02530633
922,2019,22.00860552
923,2019,96.49833851
924,2019,75.86872113
925,2019,34.11243003
926,2019,33.04981321
927,2019,82.11937402
928,2019,26.91443652
929,2019,16.02104793
930,2019,18.58999889
931,2019,17.06392686
932,2019,13.8348234
933,2019,28.16346284
934,2019,13.01180682
935,2019,5.687355828
936,2019,25.96386486
937,2019,44.27937817
938,2019,27.23883708
939,2019,14.34052008
940,2019,22.33066705
941,2019,50.32241974
942,2019,25.48767106
943,2019,15.81074628
944,2019,10.50265065
945,2019,20.47294255
946,2019,17.79523608
947,2019,46.31539087
948,2019,9.771845221
949,2019,9.986094201
950,2019,12.50816544
951,2019,14.83056857
952,2019,18.8328573
953,2019,5.661715576
954,2019,9.661857679
955,2019,24.71649332
956,2019,11.88602823
957,2019,40.67029613
958,2019,32.88789314
959,2019,33.8026746
960,2019,36.76946931
961,2019,10.43572576
962,2019,9.853616903
963,2019,62.00124089
964,2019,21.83019921
965,2019,35.22699796
966,2019,36.6283489
967,2019,26.26540428
968,2019,24.48557005
969,2019,16.63165528
970,2019,16.31019686
971,2019,11.93501609
972,2019,12.70663348
973,2019,11.88472403
974,2019,3.346105237
975,2019,11.93651514
976,2019,9.113073703
977,2019,4.973678177
978,2019,22.43600726
979,2019,18.04284159
980,2019,5.488087808
981,2019,4.795213696
982,2019,4.803109849
983,2019,8.774200221
984,2019,17.18086993
985,2019,15.78461993
986,2019,10.34672241
987,2019,37.95507617
988,2019,6.082173394
989,2019,15.43521366
990,2019,3.226005545
991,2019,9.405565903
992,2019,20.50328664
993,2019,19.57563019
994,2019,14.10332833
995,2019,12.79231915
996,2019,19.75696191
997,2019,21.85587661
998,2019,13.20511843
999,2019,19.99131266
1000,2019,16.67802253
1001,2019,35.60058454
1002,2019,28.38886499
1004,2019,16.64075233
1006,2019,8.157451367
1007,2019,6.842180108
1008,2019,30.87038633
1009,2019,12.91720839
1010,2019,22.71669882
1011,2019,24.07009243
1012,2019,17.79185053
1013,2019,1.255022344
1014,2019,1.161166106
1015,2019,1.911851777
1016,2019,2.424421733
1017,2019,1.160043653
1018,2019,13.69242704
1019,2019,13.9827561
1020,2019,40.16372919
1021,2019,13.44178696
1022,2019,34.46397288
1023,2019,9.870102009
1024,2019,14.91582307
1025,2019,10.98479562
1026,2019,11.90495248
1027,2019,11.90274389
1028,2019,11.53329807
1029,2019,9.570841874
1030,2019,9.572676811
1031,2019,8.410442525
1032,2019,7.203275912
1033,2019,6.377566077
1034,2019,6.443334318
1035,2019,17.87681679
1036,2019,20.84556216
1037,2019,11.88977648
1038,2019,13.91454876
1039,2019,15.6917865
1040,2019,15.74375314
1041,2019,15.73234631
1042,2019,24.11511373
1043,2019,24.18592069
1044,2019,23.26937911
1045,2019,14.59219067
1046,2019,21.98288986
1047,2019,33.66411693
1048,2019,8.146440348
1049,2019,17.016565
1050,2019,21.82059005
1051,2019,7.35460593
1052,2019,20.65002994
1053,2019,17.44924862
1054,2019,18.36314293
1055,2019,9.469532894
1056,2019,14.96413687
1057,2019,13.55732989
1058,2019,44.85267746
1059,2019,22.28719657
1060,2019,1.393036354
1061,2019,28.93533562
1062,2019,13.10337756
1063,2019,7.668837923
1064,2019,7.380213346
1065,2019,40.38807043
1066,2019,10.30199266
1067,2019,11.16989963
1068,2019,41.00197828
1069,2019,31.55162409
1070,2019,31.92552191
1071,2019,9.962916284
1072,2019,10.38127301
1073,2019,12.64482187
1075,2019,14.2477823
1076,2019,24.40069537
1077,2019,17.74692088
1078,2019,65.0365277
1079,2019,4.312273227
1080,2019,12.51076416
1081,2019,12.71755042
1082,2019,12.64923085
1083,2019,28.9597256
1084,2019,28.89222625
1085,2019,71.73565804
1086,2019,11.80439316
1087,2019,36.77231537
1088,2019,45.42465382
1089,2019,33.91745798
1090,2019,11.37277928
1091,2019,16.42854068
1092,2019,22.54208231
1093,2019,9.938781037
1094,2019,13.61357999
1095,2019,12.13299069
1096,2019,24.68985603
1097,2019,32.97381892
1098,2019,34.4003046
1099,2019,37.07490968
1100,2019,28.03620308
1101,2019,11.24243748
1102,2019,17.04121952
1103,2019,30.70598961
1104,2019,25.67493068
1105,2019,17.31619401
1106,2019,17.58111707
1107,2019,6.37118007
1108,2019,2.365435548
1109,2019,49.05222047
1112,2019,6.324782913
1114,2019,4.076604584
1116,2019,48.1648195
1117,2019,36.65864571
1118,2019,27.14621284
1119,2019,10.66834087
1120,2019,13.87618719
1121,2019,5.175275647
1122,2019,1.592407593
1123,2019,1.900646185
1125,2019,26.69343018
1126,2019,46.5325472
1127,2019,22.14478417
1128,2019,14.65199233
1129,2019,25.80560596
1130,2019,22.85387661
1131,2019,7.259698138
1132,2019,32.88438682
1133,2019,16.22176711
1134,2019,15.36510988
1135,2019,22.69071247
1136,2019,12.38733954
1137,2019,23.74627421
1138,2019,20.62713115
1139,2019,12.05368585
1140,2019,13.05142201
1141,2019,38.54245402
1142,2019,31.57491123
1143,2019,19.70334934
1144,2019,15.03289904
1145,2019,16.84770259
1146,2019,17.49232076
1147,2019,10.7410272
1148,2019,15.56152909
1149,2019,45.31044338
1151,2019,9.85738335
1152,2019,7.995754354
1153,2019,9.463600662
1154,2019,9.177800378
1155,2019,13.30611904
1156,2019,3.357830729
1157,2019,2.470690331
1158,2019,10.25820339
1159,2019,10.9863025
1160,2019,33.92121696
1161,2019,27.57090948
1162,2019,13.30956347
1163,2019,24.95440281
1164,2019,27.97726886
1165,2019,28.23471857
1166,2019,11.21588155
1167,2019,19.9226313
1168,2019,26.32504777
1169,2019,5.462564228
1170,2019,7.181708573
1171,2019,5.449316583
1172,2019,4.687760779
1173,2019,4.458866605
1174,2019,4.267684281
1175,2019,15.48267973
1176,2019,3.944248029
1177,2019,6.922043431
1179,2019,3.496768287
1180,2019,3.458800787
1181,2019,8.425791223
1182,2019,8.378579281
1183,2019,8.43E+00
1184,2019,3.936937885
1185,2019,4.068121362
1186,2019,5.839148419
1187,2019,9.570005592
1188,2019,9.537228865
1189,2019,14.9984826
1190,2019,6.599144733
1191,2019,2.700338122
1192,2019,8.635065688
1193,2019,2.521436408
1194,2019,2.401679603
1195,2019,4.828679827
1196,2019,15.63016005
1197,2019,3.829074749
1198,2019,9.839305547
1199,2019,1.460540436
1200,2019,1.625421422
1201,2019,1.474663207
1202,2019,2.349451725
1203,2019,1.475031114
1204,2019,1.466981188
1205,2019,36.80442438
1206,2019,45.1639004
1207,2019,29.16937185
1208,2019,41.56230459
1209,2019,31.17784677
1210,2019,12.42350018
1211,2019,92.36336293
1212,2019,16.18206755
1213,2019,16.33198078
1215,2019,9.169086668
1216,2019,14.92466542
1217,2019,26.29554048
1218,2019,36.34033348
1219,2019,8.714500367
1220,2019,23.3514076
1223,2019,31.57801561
1224,2019,8.537651061
1225,2019,0.700840487
1226,2019,5.579873575
1227,2019,8.314592808
1228,2019,12.74194972
1229,2019,5.924207983
1230,2019,2.94173127
1231,2019,2.953245963
1232,2019,2.941548165
1233,2019,2.980911071
1235,2019,2.522801032
1236,2019,13.25652975
1237,2019,20.75526324
1238,2019,5.289475603
1239,2019,11.81694932
1240,2019,14.48517615
1241,2019,12.05512605
1242,2019,30.65836101
1243,2019,0.931539349
1244,2019,12.06516361
1245,2019,31.03394429
1246,2019,74.3761481
1247,2019,111.2819776
1248,2019,85.75566961
1249,2019,21.44206301
1250,2019,17.47839803
1251,2019,30.12329329
1252,2019,6.817590017
1253,2019,4.794067191
1254,2019,8.355413605
1255,2019,8.854430418
1256,2019,15.34038665
1259,2019,16.18582089
1260,2019,17.26988731
1261,2019,13.1650934
1262,2019,12.36244695
1263,2019,50.11267744
1265,2019,34.38649906
1266,2019,14.53182716
1267,2019,33.93150501
1268,2019,13.03448978
1269,2019,48.35075565
1270,2019,18.34549115
1271,2019,34.08921387
1272,2019,10.50346193
1274,2019,97.60413441
1275,2019,21.88981537
1276,2019,6.4942348
1277,2019,6.493152978
1278,2019,37.10594952
1279,2019,33.09963896
1280,2019,30.13876913
1281,2019,22.13336342
1282,2019,31.45330748
1283,2019,7.400200751
1284,2019,50.15225096
1285,2019,15.79107327
1286,2019,126.3512865
1287,2019,108.9359203
1288,2019,100.6822413
1289,2019,49.30537301
1290,2019,24.36940802
1291,2019,19.28347709
1292,2019,20.00747597
1293,2019,40.51057105
1294,2019,39.73748575
1295,2019,62.54418683
1296,2019,38.27372672
1297,2019,28.97383936
1298,2019,43.03752666
1299,2019,43.96044248
1301,2019,10.82851868
1302,2019,27.41556056
1303,2019,27.46997872
1304,2019,22.78070196
1305,2019,18.50444911
1306,2019,33.73330091
1307,2019,10.92295747
1308,2019,12.78709426
1309,2019,13.30254169
1310,2019,71.40508273
1311,2019,72.79613904
1313,2019,22.16015689
1314,2019,17.60359748
1315,2019,27.34691634
1316,2019,6.613827946
1317,2019,25.53951159
1318,2019,29.18144737
1320,2019,8.266860416
1321,2019,7.694203329
1322,2019,27.50160073
1323,2019,18.5058265
1324,2019,64.28097311
1325,2019,9.220790168
1326,2019,7.433298434
1327,2019,17.42118886
1328,2019,20.9539878
1329,2019,34.82544564
1330,2019,22.35032724
1331,2019,35.92062439
1332,2019,57.33410428
1333,2019,19.31430702
1334,2019,11.40127927
1335,2019,11.37718521
1336,2019,32.63536107
1337,2019,9.12113384
1338,2019,6.50416027
1339,2019,19.59594533
1340,2019,19.59655454
1341,2019,5.260166971
1342,2019,5.33888595
1343,2019,19.46989047
1344,2019,18.5387477
1345,2019,31.16826847
1346,2019,2.610482791
1347,2019,5.499926683
1348,2019,4.291171634
1349,2019,6.527510903
1350,2019,4.957481723
1351,2019,13.5092914
1352,2019,14.69070069
1353,2019,36.98822547
1354,2019,9.807815093
1355,2019,16.57143088
1356,2019,15.03388676
1357,2019,16.59806202
1358,2019,9.549340756
1359,2019,9.181020427
1360,2019,9.666993499
1361,2019,9.258841606
1362,2019,22.11936158
1363,2019,15.24637166
1364,2019,31.52105397
1365,2019,23.62728879
1366,2019,22.70517275
1367,2019,10.58952552
1368,2019,7.485103944
1369,2019,7.64952259
1370,2019,9.899070122
1371,2019,9.899739527
1372,2019,9.928947492
1373,2019,17.31803963
1374,2019,22.64586772
1375,2019,5.070708217
1376,2019,33.23694172
1377,2019,26.86331066
1378,2019,11.99081231
1379,2019,43.27016361
1380,2019,37.97886394
1381,2019,40.57512641
1382,2019,56.00541542
1383,2019,7.289464574
1384,2019,20.5396202
1385,2019,29.80675351
1386,2019,39.34428934
1387,2019,31.73459019
1388,2019,24.86038946
1389,2019,17.78325096
1390,2019,26.35246174
1391,2019,26.82739936
1392,2019,22.08516195
1393,2019,11.08445764
1394,2019,14.90269329
1395,2019,13.36995134
1396,2019,7.232007665
1398,2019,13.76576894
1400,2019,16.56180065
1401,2019,26.42267631
1402,2019,21.64397725
1403,2019,45.2618441
1404,2019,45.39465784
1405,2019,24.94948551
1406,2019,45.39065189
1407,2019,26.18204708
1408,2019,35.70586212
1409,2019,28.67897923
1410,2019,22.78739976
1411,2019,13.83639403
1412,2019,43.72765674
1413,2019,28.45790143
1414,2019,7.548913183
1416,2019,14.06938655
1417,2019,12.92594297
1418,2019,14.32199209
1419,2019,44.21392582
1420,2019,51.93647353
1421,2019,41.46587274
1422,2019,34.45630796
1423,2019,43.3601145
1424,2019,54.03546978
1425,2019,7.846934534
1426,2019,20.96941048
1427,2019,19.74241333
1428,2019,78.62883701
1429,2019,71.69363778
1430,2019,48.79006612
1431,2019,20.88539269
1432,2019,48.00189863
1433,2019,4.161821918
1434,2019,18.406072
1435,2019,10.33948737
1436,2019,6.55782635
1437,2019,6.559274093
1438,2019,6.468559092
1439,2019,6.552523605
1440,2019,18.37288894
1441,2019,29.02790578
1442,2019,10.04206651
1443,2019,5.022754565
1444,2019,5.022545198
1445,2019,5.022631531
1446,2019,4.640101367
1447,2019,4.589570703
1448,2019,4.597780886
1449,2019,4.629535943
1450,2019,4.596630108
1451,2019,4.633596683
1452,2019,4.604251114
1453,2019,4.596595747
1454,2019,21.55579086
1455,2019,9.281388558
1456,2019,9.176159306
1457,2019,7.878976856
1458,2019,6.326964832
1459,2019,9.41650001
1460,2019,9.691643686
1461,2019,7.117316347
1462,2019,5.006207398
1463,2019,5.002641828
1464,2019,5.00372489
1465,2019,5.006596186
1466,2019,25.5469381
1467,2019,2.367843071
1468,2019,2.365790982
1469,2019,11.79333064
1470,2019,32.88329047
1471,2019,13.31336187
1472,2019,19.60303542
1473,2019,15.17272203
1474,2019,3.656015439
1475,2019,30.44724856
1476,2019,7.173801939
1477,2019,114.9914877
1480,2019,18.00664637
1481,2019,18.42964262
1482,2019,19.38808523
1483,2019,19.59502416
1484,2019,19.28242738
1485,2019,20.83536927
1487,2019,5.50840422
1488,2019,6.965341438
1489,2019,5.473810239
1490,2019,25.12345883
1491,2019,5.204517016
1492,2019,5.703647704
1493,2019,5.185806812
1494,2019,5.18681074
1495,2019,5.185539739
1496,2019,5.185539794
1497,2019,5.185539247
1498,2019,10.37107927
1500,2019,5.185539506
1501,2019,5.914531143
1502,2019,5.185539492
1503,2019,5.185539529
1504,2019,23.30986372
1505,2019,13.46253757
1506,2019,13.3857733
1507,2019,9.381934787
1508,2019,9.300552173
1509,2019,11.41620996
1510,2019,6.694229719
1511,2019,15.58816387
1512,2019,7.212058652
1513,2019,15.65103348
1514,2019,9.708786306
1515,2019,4.842117681
1516,2019,13.45685473
1517,2019,10.80128221
1518,2019,15.54618518
1519,2019,31.83065063
1520,2019,9.561060949
1521,2019,23.65176604
1522,2019,25.1625766
1523,2019,19.0225848
1524,2019,19.73372904
1525,2019,8.173557134
1526,2019,8.015188661
1527,2019,7.914597695
1528,2019,5.031125291
1529,2019,5.0213137
1530,2019,5.021313421
1531,2019,11.42101054
1532,2019,7.256527982
1533,2019,14.10214447
1534,2019,14.31897831
1535,2019,4.348262539
1536,2019,10.6267
1538,2019,5.185539715
1539,2019,5.5353003
1540,2019,6.332784818
1541,2019,6.945415042
1542,2019,11.00673162
1543,2019,22.54659033
1544,2019,10.69043793
1545,2019,22.16340408
1546,2019,38.76134263
