Geo,Year,D4c
497,2019,6.205376945
498,2019,11.34602736
499,2019,7.908097004
500,2019,10.05307794
501,2019,11.76896473
502,2019,8.338817995
503,2019,6.959380922
504,2019,5.040944598
505,2019,4.988129879
506,2019,3.111124661
507,2019,7.880530747
508,2019,7.524600105
511,2019,8.996018595
512,2019,41.61033133
517,2019,4.043338138
518,2019,14.97334923
519,2019,16.6751
520,2019,13.47810959
521,2019,27.2404926
523,2019,19.12027168
524,2019,56.73661
526,2019,31.99999342
527,2019,19.44459039
528,2019,18.94105034
530,2019,63.98402808
531,2019,32.00001108
532,2019,31.99998344
533,2019,31.67730985
536,2019,31.84474775
537,2019,31.99609104
538,2019,8.443023234
539,2019,9.000942439
540,2019,10.67027034
541,2019,9.330004656
542,2019,6.196317071
544,2019,9.320622424
545,2019,29.5038242
547,2019,40.49626004
548,2019,57.99962319
549,2019,56.97541144
550,2019,30.59395669
551,2019,26.67000709
553,2019,17.52609706
554,2019,15.946755
555,2019,17.74876205
556,2019,14.37515995
557,2019,115.2499124
561,2019,53.33999776
562,2019,26.67000288
563,2019,26.66999507
564,2019,29.70153886
565,2019,11.71093373
566,2019,14.04812209
567,2019,13.693504
568,2019,18.11603267
569,2019,27.64459082
570,2019,21.25815865
571,2019,10.07482763
572,2019,8.369650665
573,2019,9.344676442
574,2019,27.56094162
575,2019,17.72161962
576,2019,5.10613567
577,2019,6.2334344
578,2019,5.412434802
579,2019,3.107748734
580,2019,4.863537472
581,2019,7.304688919
582,2019,7.32962228
583,2019,6.984071956
584,2019,23.99347735
585,2019,2.416066153
586,2019,2.329998628
587,2019,2.496767004
588,2019,2.342314636
589,2019,5.744033949
590,2019,2.521066493
591,2019,6.155674401
592,2019,6.384988095
593,2019,7.640908181
594,2019,4.9103741
595,2019,4.966497725
596,2019,5.047860285
597,2019,14.3299996
598,2019,4.331441855
599,2019,10.15667219
600,2019,14.25211095
601,2019,11.35740537
602,2019,14.62042788
603,2019,12.79995212
604,2019,76.64824639
605,2019,5.039224063
606,2019,14.16378095
607,2019,9.999226971
608,2019,19.19522605
609,2019,10.0018839
610,2019,45.00004608
611,2019,44.97677181
612,2019,43.14119878
613,2019,44.92398656
614,2019,44.29274533
615,2019,44.4434445
616,2019,45.00002495
617,2019,44.95987472
618,2019,44.45997884
619,2019,34.68866796
620,2019,34.66997949
621,2019,34.67449965
622,2019,34.66999943
623,2019,34.62068038
624,2019,11.44563318
625,2019,9.923132921
626,2019,39.02475709
627,2019,38.99995268
628,2019,38.98219603
629,2019,38.95275288
630,2019,11.15099351
631,2019,12.11195267
632,2019,11.73729947
633,2019,12.84362115
634,2019,15.73444958
635,2019,11.21970967
636,2019,75.339258
637,2019,128.9865812
644,2019,35.85404163
645,2019,110.5029107
647,2019,56.60055342
649,2019,13.77468323
650,2019,10.64684474
651,2019,11.37375917
652,2019,8.339107109
653,2019,17.00923243
655,2019,19.12744858
657,2019,24.6275067
658,2019,39.51550514
659,2019,32.56008695
660,2019,12.56393573
661,2019,28.90730735
662,2019,15.44870182
663,2019,9.567074245
664,2019,9.688389316
666,2019,20.23630716
667,2019,8.421179979
669,2019,13.34631433
670,2019,6.62480592
671,2019,13.35320709
672,2019,6.704219626
674,2019,10.48995011
675,2019,9.823547264
676,2019,31.32391275
677,2019,63.36335858
679,2019,34.51439335
680,2019,34.44926685
681,2019,31.41378928
682,2019,34.22678819
683,2019,124.4196942
685,2019,190.4584997
687,2019,16.67043831
688,2019,67.58937827
689,2019,6.221821191
690,2019,16.53538803
691,2019,6.535015355
692,2019,6.606620256
693,2019,414.4605503
694,2019,105.3300046
695,2019,26.19546224
696,2019,104.7560183
697,2019,208.366403
699,2019,15.26576261
700,2019,14.35139879
702,2019,15.73675363
703,2019,16.04151668
704,2019,15.20998661
705,2019,12.32931453
706,2019,12.32998653
707,2019,30.59745729
708,2019,45.32529569
709,2019,45.14010537
710,2019,43.99926422
711,2019,6.557096021
712,2019,6.748351025
713,2019,8.085939947
714,2019,10.36179508
715,2019,8.124496508
716,2019,12.63124428
717,2019,12.32304889
718,2019,9.414601181
719,2019,9.20340927
721,2019,16.09601259
722,2019,110.9785959
723,2019,102.4738637
724,2019,74.44616461
727,2019,60.08915269
728,2019,13.53610206
729,2019,12.63981665
730,2019,12.26222453
731,2019,10.59145092
732,2019,10.54161536
733,2019,12.39396931
734,2019,17.57342129
735,2019,10.3859278
736,2019,15.65270037
737,2019,4.002593346
738,2019,5.68537472
739,2019,3.913977394
740,2019,5.991317255
741,2019,4.344001729
742,2019,6.000157253
743,2019,7.926877805
744,2019,7.91393764
745,2019,20.07214186
746,2019,19.93637178
747,2019,21.25097388
748,2019,2.331717754
749,2019,12.1601117
750,2019,9.113872712
751,2019,13.94143606
752,2019,13.99087476
753,2019,8.352445494
754,2019,4.842734328
755,2019,5.677139345
756,2019,12.79355739
757,2019,11.25391362
758,2019,23.94318815
759,2019,63.8485444
760,2019,55.22164328
761,2019,14.53255847
762,2019,4.029764183
763,2019,4.012730041
764,2019,4.100618147
765,2019,2.043669775
766,2019,3.977238445
767,2019,4.644890081
768,2019,10.27263854
769,2019,10.97438622
770,2019,14.7130284
771,2019,19.06114367
772,2019,8.85171804
773,2019,13.37826095
774,2019,12.34370443
775,2019,19.71978533
776,2019,10.0002184
777,2019,23.98471417
778,2019,10.23025155
779,2019,20.52136105
780,2019,20.32066245
781,2019,22.35063625
782,2019,21.74243452
783,2019,17.986812
784,2019,16.8625283
785,2019,18.56466834
786,2019,22.79214684
787,2019,22.48014234
788,2019,22.87128609
789,2019,22.85368622
790,2019,11.26120042
791,2019,7.849858513
792,2019,9.004576389
793,2019,16.38466071
794,2019,16.33004276
795,2019,9.398183145
796,2019,20.45115961
797,2019,9.659849735
798,2019,10.60457787
799,2019,13.77607638
800,2019,6.000000086
801,2019,10.35961673
802,2019,16.93204121
804,2019,32.49099046
805,2019,14.36941057
806,2019,25.623797
807,2019,28.21799048
808,2019,8.926296479
809,2019,18.80096578
810,2019,23.50479861
811,2019,23.29229418
812,2019,14.25846837
813,2019,14.30578112
814,2019,8.482636867
815,2019,11.80943966
816,2019,6.010870043
817,2019,9.018544956
818,2019,8.031833249
819,2019,11.96105639
820,2019,10.32589746
821,2019,10.32648949
822,2019,7.562842007
823,2019,14.05993938
824,2019,14.06433111
825,2019,13.05521452
826,2019,4.236597374
827,2019,4.680634966
828,2019,4.282962466
829,2019,4.921869641
830,2019,1.012146395
831,2019,4.324887428
832,2019,3.741416922
833,2019,4.348465159
834,2019,4.974748025
835,2019,1.015471778
836,2019,1.004250118
837,2019,4.999831283
838,2019,5.007950774
839,2019,4.931379391
840,2019,5.093402177
841,2019,5.080799859
842,2019,12.3671125
843,2019,5.114727798
844,2019,14.02289082
845,2019,9.786333051
846,2019,20.29643262
847,2019,2.153323039
848,2019,2.331618978
849,2019,2.393598262
850,2019,2.33031454
851,2019,13.61465724
852,2019,7.629042709
853,2019,15.99999921
854,2019,9.155087038
855,2019,4.623216656
856,2019,6.717645599
857,2019,4.612863689
858,2019,6.426688213
859,2019,4.330125963
860,2019,4.332234574
861,2019,11.24446714
862,2019,11.28036151
863,2019,11.30878297
864,2019,68.32702612
865,2019,69.66804945
866,2019,67.57431753
867,2019,69.4260266
868,2019,68.99018874
869,2019,4.669167338
871,2019,7.094312829
872,2019,4.736711725
873,2019,5.014583025
874,2019,2.610555524
875,2019,2.486296448
876,2019,3.01192311
877,2019,3.995930036
878,2019,4.004604065
879,2019,4.534162131
880,2019,5.20254452
881,2019,3.929833152
882,2019,4.996115224
883,2019,4.999998983
884,2019,1.485379478
885,2019,3.006664341
886,2019,4.234603846
887,2019,2.000000208
888,2019,3.19770455
889,2019,1.636615012
890,2019,6.010382228
891,2019,5.244117091
892,2019,10.47116942
893,2019,10.89191596
894,2019,2.330388118
895,2019,3.707977279
896,2019,5.010074476
897,2019,4.922682646
898,2019,6.667266959
899,2019,1.890081072
900,2019,7.5911767
901,2019,9.887785607
902,2019,16.0572949
903,2019,16.33086157
904,2019,16.25710065
905,2019,16.32962135
906,2019,16.01906735
908,2019,32.22898423
909,2019,1.684860076
910,2019,1.669989163
911,2019,1.085635801
912,2019,4.728338933
913,2019,14.21241158
914,2019,16.62627098
915,2019,16.66791953
916,2019,16.6554972
917,2019,19.51505925
918,2019,19.19516565
919,2019,18.43442848
920,2019,9.433383245
921,2019,1.688689123
922,2019,3.991735986
923,2019,6.309528853
924,2019,5.068509721
925,2019,6.312955501
926,2019,5.533245802
927,2019,4.006921886
928,2019,8.00187953
929,2019,5.850611763
930,2019,6.997261301
931,2019,7.475857204
932,2019,10.30465714
933,2019,6.05202399
934,2019,15.49750425
935,2019,17.29182686
936,2019,12.94327649
937,2019,11.84754082
938,2019,7.041818489
939,2019,11.52862387
940,2019,17.2134475
941,2019,10.95529193
942,2019,12.98003088
943,2019,18.83434453
944,2019,14.73386862
945,2019,10.16800927
946,2019,28.58715948
947,2019,7.163269363
948,2019,6.674620434
949,2019,8.977263354
950,2019,5.627392572
951,2019,4.432464626
952,2019,4.51978094
953,2019,11.15235104
954,2019,12.37935209
955,2019,11.35624771
956,2019,12.32592713
957,2019,1.187591951
958,2019,4.968584697
959,2019,4.078517276
960,2019,4.245014495
961,2019,4.029978418
962,2019,3.017971837
963,2019,2.106215075
964,2019,4.99979399
965,2019,5.111873315
966,2019,5.329443106
967,2019,5.51986242
968,2019,5.347144867
969,2019,4.000005744
970,2019,3.95409131
971,2019,4.002504584
972,2019,3.999999858
973,2019,3.999999897
974,2019,3.985427809
975,2019,3.977597917
976,2019,9.393966778
977,2019,9.620157508
978,2019,8.324869162
979,2019,8.329001696
980,2019,6.226151472
981,2019,5.99277333
982,2019,5.983563757
983,2019,3.670135141
984,2019,4.00102524
985,2019,3.227487045
986,2019,6.731959948
987,2019,3.225244678
988,2019,10.282601
989,2019,3.184130806
990,2019,4.358681181
991,2019,4.10720661
992,2019,3.655864874
993,2019,5.599857512
994,2019,6.786479774
995,2019,8.658592076
996,2019,5.723015686
997,2019,5.105602374
998,2019,10.15724949
999,2019,19.22265011
1000,2019,39.5462519
1001,2019,17.96143359
1002,2019,16.66576557
1004,2019,26.12561916
1006,2019,9.386537491
1007,2019,10.92165935
1008,2019,6.198686215
1009,2019,12.99349593
1010,2019,6.503919433
1011,2019,5.242781439
1012,2019,9.028835144
1013,2019,3.9669725
1014,2019,3.97537507
1015,2019,3.840512653
1016,2019,3.999001024
1017,2019,3.978233606
1018,2019,6.000000717
1019,2019,10.42353775
1020,2019,5.993891899
1021,2019,3.995325189
1022,2019,3.313950018
1023,2019,6.060056484
1024,2019,4.825138148
1025,2019,5.996349053
1026,2019,10.98995709
1027,2019,10.97599095
1028,2019,10.47902808
1029,2019,7.42659158
1030,2019,7.515776444
1031,2019,0.014553572
1032,2019,0.012018447
1033,2019,2.989699673
1034,2019,4.004858819
1035,2019,2.098764839
1036,2019,0
1037,2019,0.001479946
1038,2019,0.000718742
1039,2019,9.57E-06
1040,2019,1.294024269
1041,2019,1.329938248
1042,2019,11.00000464
1043,2019,12.50275045
1044,2019,10.08886012
1045,2019,10.76087422
1046,2019,13.19905022
1047,2019,17.66948333
1048,2019,7.120243197
1049,2019,7.384479048
1050,2019,8.527330178
1051,2019,7.330006562
1052,2019,7.950211444
1053,2019,9.482642047
1054,2019,2.910472799
1055,2019,3.007993313
1056,2019,18.2867117
1057,2019,8.001654
1058,2019,4.340018083
1059,2019,2.932333362
1060,2019,0.011736643
1061,2019,3.679022567
1062,2019,1.021250901
1063,2019,0.999213675
1064,2019,3.854560784
1065,2019,2.641764968
1066,2019,4.148293297
1067,2019,4.669999712
1068,2019,3.734576496
1069,2019,2.027433055
1070,2019,4.320933817
1071,2019,4.905569904
1072,2019,2.076025308
1073,2019,1.161681918
1075,2019,2.385446157
1076,2019,4.003451452
1077,2019,4.650431372
1078,2019,9.2716553
1079,2019,0.46637225
1080,2019,8.588203185
1081,2019,8.622080355
1082,2019,8.60466045
1083,2019,11.00663209
1084,2019,10.92851247
1085,2019,5.217428547
1086,2019,42.31759036
1087,2019,23.6074158
1088,2019,46.98063087
1089,2019,45.52007722
1090,2019,14.74406493
1091,2019,5.525687863
1092,2019,28.36624638
1093,2019,4.566983188
1094,2019,6.040091103
1095,2019,4.464007368
1096,2019,8.289963939
1097,2019,15.63985326
1098,2019,1.97031676
1099,2019,12.03231652
1100,2019,3.092389262
1101,2019,11.78365449
1102,2019,13.21502919
1103,2019,9.027983866
1104,2019,7.355729505
1105,2019,45.1605817
1106,2019,38.78028252
1107,2019,8.207235974
1108,2019,4.913024289
1109,2019,94.8479931
1112,2019,21.04045995
1114,2019,16.32888485
1116,2019,12.5912453
1117,2019,9.939388721
1118,2019,9.698811412
1119,2019,10.93069829
1120,2019,7.060632035
1121,2019,1.330161461
1122,2019,5.530254236
1123,2019,7.027558092
1125,2019,27.25271919
1126,2019,68.75546315
1127,2019,25.2858625
1128,2019,35.24255486
1129,2019,5.879785099
1130,2019,11.69998178
1131,2019,4.007048808
1132,2019,2.589989861
1133,2019,12.75029006
1134,2019,9.28205117
1135,2019,6.410836163
1136,2019,2.721126208
1137,2019,8.585855696
1138,2019,5.662608899
1139,2019,5.329770624
1140,2019,5.329999686
1141,2019,5.889907023
1142,2019,13.09912899
1143,2019,4.412412041
1144,2019,10.65348768
1145,2019,12.35781514
1146,2019,12.52271212
1147,2019,3.330100295
1148,2019,3.732168456
1149,2019,8.567083301
1151,2019,3.315084842
1152,2019,2.329440184
1153,2019,3.0629721
1154,2019,1.872892706
1155,2019,2.000780436
1156,2019,1.602470882
1157,2019,0.99999997
1158,2019,3.616965957
1159,2019,2.320979596
1160,2019,1.948261273
1161,2019,8.643179985
1162,2019,6.605990261
1163,2019,8.430469964
1164,2019,6.539626391
1165,2019,7.218671692
1166,2019,6.541295299
1167,2019,11.6329982
1168,2019,15.04403279
1169,2019,5.984562235
1170,2019,8.110308483
1171,2019,5.990233746
1172,2019,4.72911749
1173,2019,15.11760701
1174,2019,2.996364795
1175,2019,6.029506086
1176,2019,2.982156774
1177,2019,0.040182532
1179,2019,0.096942367
1180,2019,0
1181,2019,0
1182,2019,0.059692757
1183,2019,0
1184,2019,0.15763325
1185,2019,0.011397635
1186,2019,0
1187,2019,0
1188,2019,0
1189,2019,0
1190,2019,2.552777616
1191,2019,0
1192,2019,0.273586595
1193,2019,0
1194,2019,0
1195,2019,3.991014945
1196,2019,1.000000107
1197,2019,4.583574883
1198,2019,0.253518949
1199,2019,4.88E-05
1200,2019,0.025281928
1201,2019,0.014101371
1202,2019,1.331367209
1203,2019,0
1204,2019,0
1205,2019,1.017012582
1206,2019,0.999999996
1207,2019,0.722704739
1208,2019,0.02837139
1209,2019,0.699559291
1210,2019,1.019786425
1211,2019,0.006440261
1212,2019,0.024026204
1213,2019,0.853807543
1215,2019,0.475314121
1216,2019,1.999986875
1217,2019,2.000001249
1218,2019,2.00000279
1219,2019,6.767742242
1220,2019,23.2137482
1223,2019,5.520340682
1224,2019,5.704530165
1225,2019,9.999395718
1226,2019,7.023471859
1227,2019,8.921512533
1228,2019,6.799278828
1229,2019,2.009491063
1230,2019,2.000242976
1231,2019,2.015253582
1232,2019,2.000000111
1233,2019,2.001668797
1235,2019,3.614786118
1236,2019,2.009640875
1237,2019,0
1238,2019,0.582435634
1239,2019,0.000889142
1240,2019,0
1241,2019,0
1242,2019,1.714397622
1243,2019,8.95689005
1244,2019,0
1245,2019,0.399982308
1246,2019,1.382482932
1247,2019,0.160441905
1248,2019,0.025901311
1249,2019,2.87842576
1250,2019,1.443450138
1251,2019,1.999999919
1252,2019,1.999999573
1253,2019,1.999999445
1254,2019,2.000000011
1255,2019,2.00000079
1256,2019,3.511929174
1259,2019,6.259791015
1260,2019,5.663489918
1261,2019,5.670000901
1262,2019,5.44771685
1263,2019,4.070041746
1265,2019,1.823127293
1266,2019,3.915280827
1267,2019,3.489660586
1268,2019,4.329123403
1269,2019,2.899865593
1270,2019,4.841099773
1271,2019,3.103735878
1272,2019,5.118924764
1274,2019,4.937566007
1275,2019,4.718332624
1276,2019,11.62984857
1277,2019,11.64008863
1278,2019,0.306249778
1279,2019,0
1280,2019,0
1281,2019,2.000112047
1282,2019,1.581877592
1283,2019,1.601554775
1284,2019,1.458984672
1285,2019,0.162379867
1286,2019,1.301737615
1287,2019,0.004451419
1288,2019,0.096114968
1289,2019,0
1290,2019,0
1291,2019,0
1292,2019,0
1293,2019,0
1294,2019,0
1295,2019,1.677232888
1296,2019,1.777061142
1297,2019,0.291637361
1298,2019,0.001445457
1299,2019,0.647797696
1301,2019,0
1302,2019,0
1303,2019,0
1304,2019,0.00312387
1305,2019,0.017621039
1306,2019,0.081701442
1307,2019,1.806319022
1308,2019,1.451060407
1309,2019,0
1310,2019,0
1311,2019,0
1313,2019,0
1314,2019,0
1315,2019,0
1316,2019,0.001103832
1317,2019,0
1318,2019,0
1320,2019,0
1321,2019,0
1322,2019,0
1323,2019,0
1324,2019,0
1325,2019,0
1326,2019,0
1327,2019,0
1328,2019,0
1329,2019,0
1330,2019,0
1331,2019,0
1332,2019,0
1333,2019,0
1334,2019,0
1335,2019,0
1336,2019,0
1337,2019,0
1338,2019,0
1339,2019,0
1340,2019,0
1341,2019,0
1342,2019,0
1343,2019,0
1344,2019,0
1345,2019,0
1346,2019,0
1347,2019,2.05E-07
1348,2019,0
1349,2019,0
1350,2019,0.00E+00
1351,2019,0
1352,2019,0
1353,2019,0
1354,2019,0
1355,2019,0
1356,2019,0
1357,2019,0
1358,2019,0
1359,2019,0
1360,2019,0
1361,2019,0
1362,2019,0
1363,2019,0
1364,2019,0
1365,2019,0
1366,2019,0
1367,2019,0
1368,2019,0
1369,2019,0
1370,2019,0
1371,2019,0
1372,2019,0
1373,2019,0
1374,2019,0
1375,2019,0
1376,2019,5.643444435
1377,2019,5.591320254
1378,2019,6.448911825
1379,2019,10.30542788
1380,2019,6.014811099
1381,2019,5.388848831
1382,2019,1.671433558
1383,2019,5.334810766
1384,2019,9.330346258
1385,2019,11.53655015
1386,2019,13.31874405
1387,2019,15.51084131
1388,2019,16.5545758
1389,2019,14.08927401
1390,2019,11.50700868
1391,2019,11.09433157
1392,2019,25.66135361
1393,2019,11.83769176
1394,2019,9.593473215
1395,2019,1.492319276
1396,2019,3.531478069
1398,2019,62.86898203
1400,2019,57.09319812
1401,2019,26.58215173
1402,2019,15.05660222
1403,2019,2.707050075
1404,2019,2.670694602
1405,2019,6.169288897
1406,2019,2.67145532
1407,2019,5.998340619
1408,2019,8.289892434
1409,2019,9.086231674
1410,2019,0.435382503
1411,2019,7.96586965
1412,2019,10.96731052
1413,2019,8.880067074
1414,2019,5.022071728
1416,2019,6.309698357
1417,2019,6.051640126
1418,2019,6.856897204
1419,2019,13.11114152
1420,2019,12.31837002
1421,2019,12.38717752
1422,2019,12.73271698
1423,2019,11.96000734
1424,2019,14.00466592
1425,2019,14.97903134
1426,2019,7.793763173
1427,2019,7.610152209
1428,2019,9.661654358
1429,2019,14.32999921
1430,2019,14.8345977
1431,2019,13.30449799
1432,2019,16.2158808
1433,2019,2.242697975
1434,2019,5.936885548
1435,2019,9.986164608
1436,2019,11.99152633
1437,2019,11.99990098
1438,2019,11.64649373
1439,2019,11.96042839
1440,2019,10.94301758
1441,2019,8.464266959
1442,2019,5.996050184
1443,2019,3.008412667
1444,2019,3.007211998
1445,2019,3.007696607
1446,2019,0.167093935
1447,2019,0.006480197
1448,2019,0.008122903
1449,2019,0.066547444
1450,2019,0
1451,2019,0.029442492
1452,2019,0
1453,2019,0
1454,2019,9.290964698
1455,2019,7.327518538
1456,2019,9.008477897
1457,2019,11.00589862
1458,2019,6.558250618
1459,2019,7.779430566
1460,2019,4.000001367
1461,2019,4.000001202
1462,2019,3.999777307
1463,2019,3.998053698
1464,2019,3.999999998
1465,2019,3.999999973
1466,2019,0.10570382
1467,2019,0
1468,2019,0.006752216
1469,2019,0.024117318
1470,2019,0.005412039
1471,2019,0
1472,2019,0.001415558
1473,2019,1.990381536
1474,2019,1.998840845
1475,2019,1.999997736
1476,2019,2.00000005
1477,2019,5.999999855
1480,2019,1.997975497
1481,2019,2.000005299
1482,2019,1.993176367
1483,2019,2.000000011
1484,2019,2.000000579
1485,2019,1.973656352
1487,2019,45.32090844
1488,2019,45.09398289
1489,2019,45.86273084
1490,2019,15.73789435
1491,2019,45.900119
1492,2019,44.89092562
1493,2019,45.99360318
1494,2019,45.95492922
1495,2019,46.00000094
1496,2019,46.00000142
1497,2019,45.99999657
1498,2019,92.00000002
1500,2019,45.99999887
1501,2019,44.03638116
1502,2019,45.99999874
1503,2019,45.99999908
1504,2019,5.340856916
1505,2019,3.583069123
1506,2019,4.347629574
1507,2019,17.66995276
1508,2019,16.28911602
1509,2019,7.931400315
1510,2019,3.866585673
1511,2019,2.005139931
1512,2019,3.000000027
1513,2019,2.399701377
1514,2019,1.769370288
1515,2019,3.000000909
1516,2019,3.022301592
1517,2019,3.58E+00
1518,2019,11.04869642
1519,2019,13.98678008
1520,2019,13.99952093
1521,2019,13.87863685
1522,2019,3.229506602
1523,2019,1.201300666
1524,2019,2.309756416
1525,2019,1.072440251
1526,2019,1.040371058
1527,2019,1.062494748
1528,2019,2.993198978
1529,2019,2.999999593
1530,2019,2.999999708
1531,2019,1.527245543
1532,2019,2.368252471
1533,2019,5.147667348
1534,2019,3.249044067
1535,2019,3.000415999
1536,2019,89.43691815
1538,2019,46.00000072
1539,2019,44.90811953
1540,2019,9.919552849
1541,2019,13.23596167
1542,2019,8.995290768
1543,2019,7.003202706
1544,2019,10.03846217
1545,2019,8.128450667
1546,2019,5.192399207
1547,2019,16.58798938
1548,2019,8.845359799
1549,2019,11.11783754
1550,2019,11.49729803
1551,2019,11.9910577
1552,2019,11.98704192
1553,2019,9.455496043
1554,2019,5.906080894
1555,2019,10.77306228
1556,2019,15.5610616
1557,2019,7.586027386
1558,2019,12.00617035
1559,2019,17.78345171
1560,2019,8.232409421
1561,2019,17.94757405
1562,2019,8.694386523
1563,2019,24.86158028
1564,2019,25.86555367
1565,2019,22.14655716
1566,2019,26.89933158
1567,2019,58.16134953
1569,2019,5.226599586
1570,2019,15.50081611
1571,2019,21.84913431
1572,2019,9.22888737
1573,2019,19.51054919
1574,2019,7.299444106
1575,2019,4.177245508
1576,2019,6.420041323
